token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44
11,punct,0.010792216,-0.0013183352,-0.030321948,-0.03221867,-0.012299201,0.0036140804,0.030492274,-0.011458871,0.008613473,-0.011252357,-0.044158988,0.016417976,0.0019315388,-0.003802537,-0.046881557,0.018492248,-0.0240572,-0.030425958,-0.018681148,-0.0064451206,-0.017959666,-0.00025026497,-0.02868457,0.021972386,-0.0040745037,0.011999298,-0.010070884,0.0120361075,-0.01177193,-0.015075141,-0.01280139,-0.029645598,-0.013944107,0.0010898024,-0.0042158393,-0.0039409613,-0.019217571,0.026076615,-0.012979052,0.019150514,0.02590702,-0.00415351,-0.018253885,0.02090522,0.016572734
12,punct,0.00795971,0.018639829,-0.0055886107,0.02723604,-0.03790607,0.037515283,0.010927187,-0.016351346,0.015437213,-0.032144945,-0.023096455,-0.00925015,-0.010476729,-0.009646148,-0.006521933,-0.013647775,-0.011859264,6.921045e-05,-0.0057141823,0.007873375,-0.029346112,-0.035722256,-0.031107042,0.009042812,0.015719932,-0.030162431,-0.040531583,0.013926764,-0.03396588,-0.007710629,0.015467488,-0.021616902,-0.00021145288,0.030488016,0.013079817,-0.002076093,0.008394277,-0.031095957,0.0025921867,-0.024787664,-0.0042813853,0.0048142485,-0.016221875,0.0011860116,-0.02034441
13,punct,0.001356309,-0.01570608,0.014545581,-0.001419122,-0.022389764,0.008967708,0.01301283,-0.014488269,-0.03592503,-0.0003904957,0.017426427,0.010004388,-0.024101881,-0.02535019,-0.03168067,0.031822987,0.009979878,0.003834795,0.014584269,0.0059370357,0.0074318014,-0.0084651,-0.011330111,-0.0071905684,-0.01321703,-0.0055879345,-0.006846599,-0.0021906726,-0.013341356,0.011615533,-0.024803035,-0.024587562,0.023185462,0.011151992,-0.008947625,-0.01237688,-0.036775894,0.0122592375,0.009136387,0.017037792,-0.022243807,0.012771587,-0.023360169,-0.011732327,-0.0031687492
14,punct,-0.0035421934,-0.011563311,0.0075226477,0.0364567,-0.006671635,0.020943305,-0.030882947,0.024826733,-0.003982798,0.037280086,0.008388703,-0.01701779,-0.011808757,-0.03668943,0.00843792,-0.023143608,0.025029449,0.039162446,0.005422497,0.014015298,-0.024007715,0.014973379,-0.020322045,-0.01549332,-0.020308707,0.0008155081,0.016775519,-0.00022671427,0.027004221,0.016732968,-0.02432672,0.025823452,0.011732101,-0.026762122,0.050728228,0.0066977474,0.0052083763,0.005529793,-0.0013566726,0.026642127,-0.004259916,-0.021389203,0.004389872,-0.02055645,-0.005706473
15,digit,0.022148712,0.0058666742,0.010144851,-0.027680056,-0.013391312,-0.0012771575,0.02223649,0.008184932,-0.00010103707,0.018776994,0.0025956586,-0.00679542,-0.02361536,-0.0019746907,0.015776442,-0.028884297,0.020598155,0.006573307,-0.015319574,0.010362254,-0.0028497928,0.0033095982,0.031843048,0.01329168,-0.0013630004,-0.008975284,0.03647403,-0.016411891,0.0013522633,-0.035903133,-0.03544091,-0.015227803,0.032239724,0.0076417136,-0.0027183893,0.0137231145,-0.009047903,-0.002071053,-0.0059633665,0.018808836,0.003277212,-0.008545211,0.011644578,0.0072210655,-0.039811864
16,digit,-0.027578615,-0.0004270882,0.01936058,-0.028407037,-0.011709328,-0.019511512,-0.0090832785,-0.02527136,0.011499283,-0.0065059494,0.047988977,-0.0014814634,-0.0074525774,0.020059602,-0.011615158,-0.00992472,-0.0067302166,0.0059675965,0.013223147,0.006884108,-0.02946469,0.010003822,-0.0063135806,0.023081819,0.02023491,-0.011601181,-0.018583799,0.015563723,-0.018079862,-0.0020484694,-0.021291826,0.043087173,0.030464146,0.0005124742,0.023262026,-0.026435403,-0.03609757,-0.022034397,0.002655646,-0.020328088,0.027480077,-0.029768953,-0.006594792,-0.0268421,0.018312661
17,digit,-0.010616114,0.0044850167,0.0073937774,0.00049795746,0.0028449246,-0.041177157,0.009200658,0.0059570405,-0.0010501824,0.03004442,0.03307738,0.017634671,-0.04091443,-0.011257693,0.0016451974,0.016673453,-0.014641703,0.01886751,-0.017227957,-0.025011532,0.012643585,0.010119502,0.01725321,-0.012587721,-0.008855102,-0.041386504,0.020674868,0.016082065,-6.037197e-05,0.04541157,0.006925443,-0.011111468,-0.0100730015,-0.015658313,-0.026762342,0.019792123,-0.031797606,0.010057973,-0.008833979,0.0037868759,0.01546022,0.014879688,-0.006445559,-0.012844903,0.036552716
18,digit,-0.028110275,-0.009578512,0.0022723845,-0.0002976125,0.01468631,-0.0018144284,-0.010491324,-0.0156063195,0.022250585,-0.00450227,0.009782819,-0.006688953,-0.007741956,0.0034371947,0.027497677,0.015866946,-0.021795817,0.029232524,-0.021671519,0.016503615,0.040823452,0.0040672463,0.027234418,-0.029484062,-0.019240156,0.03172414,-0.016627373,-0.038805783,0.0332987,0.028276281,0.001405991,0.0090845665,0.046763793,0.0058282525,0.010631302,-0.00054824055,9.7395656e-05,-0.014862815,0.010157385,0.008003416,0.003338832,-0.022075605,0.0016873891,0.020118233,-0.0038304415
19,digit,0.020239724,-0.007897636,0.016462337,-0.016313918,0.031531803,-0.004624555,-0.025678333,-0.014343902,-0.012583397,-0.019500555,-0.014356381,0.011460973,0.0028047713,-0.0058758664,0.017981477,-0.017247822,-0.013124272,0.0073206024,-0.009310937,0.016410418,0.016715202,-0.01108207,0.050847523,0.011354609,-0.015602079,0.013258414,0.022258945,-0.016597185,0.016227113,0.029166332,-0.011678683,0.0055457633,-0.025807045,-0.021160772,0.00056690443,0.0028199872,-0.012166442,0.014946956,-0.024727127,0.013693109,-0.036261734,0.025076784,0.020102954,-0.011703275,-0.007183468
20,digit,-0.0036548337,-0.0053966925,0.008572074,-0.005676608,0.026957741,0.0051414585,0.02030223,0.026416216,-0.04900164,0.013105149,-0.037326165,-0.024105748,-0.036694508,-0.048998762,0.014269673,0.0047429306,-0.016484072,0.013854061,-0.0032187158,0.00665005,0.0165045,-0.00077093055,-0.016381234,-0.006765263,0.0065679955,0.027241435,0.062081855,-0.010240649,-0.021821145,-0.05176519,-0.009120094,-0.0145201795,-0.026747316,0.0117862625,0.005046755,0.006753514,0.013256185,0.0013919409,-0.03376327,0.010516896,-0.023256464,0.021406237,-0.0052416874,0.02307315,0.0007073137
21,digit,-0.012592254,0.031939216,-0.00049973646,0.028592288,0.003442958,-0.009999346,0.023635447,0.03420931,-0.025006393,-0.0071562096,0.017686559,0.027108518,-0.008906464,-0.02215507,-0.008553436,0.025615804,-0.0359226,-0.03343959,0.0030960212,-0.016549094,0.01588876,-0.029026825,0.043463424,-0.0039469674,-0.028497357,0.014084579,-0.017205102,0.0065900157,-0.025092993,0.019747678,0.0101706,0.015716642,0.034733668,-0.022375418,0.026054787,0.008603743,0.009884603,-0.0026869222,-0.014080269,0.012769755,0.034905307,0.061497997,0.023759777,-0.0078000342,0.0027720465
22,digit,-0.025892014,-0.010022472,-0.026797649,0.0058069513,-0.023563469,-0.03133914,0.013338716,0.00025386858,0.032700997,0.0115792705,0.01010982,0.012039323,0.00277072,-0.0057234094,-0.00673872,-0.015067086,0.01749979,0.026963945,0.004239911,-0.005596406,-0.023580577,0.029656112,-0.028580997,-0.010743415,-0.017058993,-0.0073574125,-0.014288836,0.017190877,0.008783784,-0.0020858622,-0.029749794,-0.02766139,-0.0022390457,0.026818613,0.028073518,0.0017001196,-0.00041196894,0.03898222,0.01874134,0.037084665,0.009305572,-0.01896822,-0.011710602,0.002175744,0.0064256615
23,digit,0.014893432,0.02199703,-0.0016147774,0.0046529686,-0.016614,-0.04830139,-0.024055256,0.0040149386,-0.00681279,0.006453846,0.002766701,-0.024809992,-0.008830032,-0.005542327,-0.026725028,-0.047684617,0.0012123965,-0.010176514,-0.0008059571,-0.0061268536,0.033346433,-0.008192294,-0.0036274162,0.01121203,-0.0152377235,0.006199716,0.007332964,-0.009596871,-0.0023889919,-0.0013553825,-0.021527732,0.012873959,0.007499947,-0.033925254,-0.015310218,0.0033314582,-0.006850356,0.002900783,-0.029139379,-0.018128002,-0.017530171,-0.0036863717,-0.009187277,-0.011356635,0.008610904
24,digit,0.024035266,0.016052073,-0.033499494,-0.03975097,0.009041877,-0.03194521,-0.017055064,0.025924174,0.008296417,0.047251303,0.032198105,-0.038973548,-0.0138892485,-0.0012874962,0.013258836,-0.020950777,0.018190254,0.01798781,-0.00074230216,-0.0072673005,-0.039662167,-0.0054159877,-0.0030786283,0.041861337,-0.00863662,-0.013570981,0.017859193,-0.03483404,0.0108085675,0.011139868,-0.021412067,0.013883675,-0.0035042113,0.024430625,0.0072738496,0.003933187,-0.004693644,0.0032061609,-0.010475816,0.01956686,0.023464262,-0.013554273,0.007934847,-0.0025624891,0.0054899734
25,punct,-0.020193648,-0.007529987,-0.00213034,-0.027241174,0.0015851655,-0.0068004024,-0.0134572275,0.041540507,0.0021907473,0.004308167,-0.0067556393,0.020242175,0.008959992,0.0092768725,-0.0078859,0.018370751,-0.051377364,-0.01928667,-0.025406022,0.012842691,-0.03389458,-0.0026203836,0.023369253,0.01283033,0.016815636,-0.00761402,-0.03003943,0.01690743,0.010571116,-0.034893997,0.027557425,-0.0062558018,-0.0065166955,0.015476316,0.022854595,0.0023827062,-0.02289292,0.010818388,-0.0013370671,-0.001333504,0.022970838,0.009704904,0.014237945,-0.02203762,0.0019841387
26,punct,0.00789691,-0.018207842,0.010353549,-0.0053479928,0.0049877614,-0.00028685975,0.008893923,-0.01735044,-0.0010768722,-0.0032328214,0.01286578,-0.0031278252,-0.016251227,-0.028341124,0.0032715609,-0.017693857,0.04467578,-0.03825072,0.028146464,0.014914587,-0.030667052,-0.028768556,-0.022634177,-0.01899363,0.0322056,0.011696738,0.003106521,0.041090775,0.03726755,0.0021483556,0.020616183,-0.0033213468,0.022921981,0.006164285,0.013723485,0.018994633,0.032455843,0.03110483,-0.016942024,-0.022815315,0.031139497,-0.03323422,-0.0013095308,-0.019315906,0.05071469
27,punct,-0.011897812,0.04273591,0.028878365,-0.00790706,-0.0109356055,0.008841076,-0.029937882,0.017097497,0.020209733,-0.002090716,-0.019458486,0.0034153499,0.0139485,0.0156214265,0.009606492,-0.028415512,0.023137152,0.018015256,-0.0022367144,-0.013380964,-0.011251694,0.014877363,0.010275257,-0.0006850227,0.018333906,0.022572286,-0.032333873,-0.019073183,-0.03216084,0.0019997496,0.023214648,-0.048685115,0.0012132485,-0.004027268,0.006192243,0.00068082806,0.0025338582,0.019897545,0.0065181544,0.022499237,-0.025039598,0.028805537,-0.0120203085,0.035224136,-0.019205268
28,punct,-0.0036944014,-0.023701794,0.036952406,0.010500657,-0.007431405,0.002392721,-0.012173861,-0.024216933,-0.0047651837,-0.042383675,0.0136340065,-0.0019474304,-0.014228514,-0.003223878,0.0083709555,-0.013575509,-0.023122942,-0.0037770895,0.006706642,0.03312883,-0.013109454,0.028667936,-0.013222023,-0.0029522725,0.02676285,0.021138668,0.008697541,0.009705307,0.017128836,0.0056304745,-0.010094038,-0.04524937,-0.022440402,0.014681996,0.008294645,-0.013389983,-0.02150409,-0.003920612,0.040466554,-0.015512276,0.0063084643,-0.002620784,0.014821951,-0.017238043,-0.055235513
29,punct,-5.9059297e-05,-0.02456576,0.018311806,-0.00067712914,-0.0004961013,-0.033343777,0.008915584,0.0074489913,0.031053657,0.009318428,-0.019575786,0.010927922,-0.0036819882,-0.016702099,0.016013162,-0.02611515,-0.007378672,-0.027123122,-0.006777193,-0.049090084,0.031242242,0.03764127,0.007274587,-0.04479363,-0.015060362,-0.005344504,0.0103115365,-0.008773131,-0.011645188,-0.030429687,-0.031638462,0.028171057,0.030712115,0.010524641,-0.018968057,-0.011786695,0.01630495,0.028151983,-0.016652493,0.009852663,-0.0015537651,0.022936372,0.0018715515,-0.021324651,0.031407192
30,punct,-0.0031393056,-0.04742459,-0.0059549306,-0.004033751,0.04212073,0.016240945,0.01154628,-0.02124995,-0.01554505,-0.00076633965,-0.016369224,-0.017218838,-0.012243936,-0.020668838,0.0033059195,-0.01836937,0.011359832,-0.0057040863,0.013394343,-0.02007355,-0.008310707,-0.006865566,-0.0014511076,-0.0132007515,-0.00039164617,0.021697074,0.017887205,-0.009484655,0.03686889,-0.010109562,-0.03803213,-0.0064262496,0.0037015225,0.02636941,0.005551684,0.009084786,0.0075864564,0.024106005,0.02422487,0.004236184,-0.02738108,-0.01805255,0.0021079609,-0.03134968,-0.0036339317
31,punct,0.010506056,0.026834516,-0.024963161,-0.033221133,-0.005176193,-0.0062394887,-0.026667101,-0.00464207,-0.009911594,0.012952665,-0.021018691,0.010072013,0.001821989,-0.04461315,-0.006215641,0.020889776,-0.0031262129,-0.026143858,0.023116542,0.032141376,0.0004914386,-0.013737057,0.019446999,-0.021059789,-0.0035614267,0.017968528,-0.00046445016,0.027936978,0.047216225,0.005310361,-0.0006208244,-0.024419831,-0.033839878,-0.0099155465,-0.007814815,-0.010990496,0.010881791,0.01377555,0.037046917,-0.016775131,-0.0005362024,-0.028656092,0.0075946804,-0.016250402,-0.0122911865
32,letter,-0.021752933,-0.066824056,-0.030995332,-0.029657735,0.051468723,-0.02250186,-0.004466452,-0.01690746,0.0059922,0.022701422,0.014359456,-0.040207036,-0.004873268,-0.024134705,0.0003121717,-0.0051047783,0.023602419,-0.014605802,0.015738778,-0.014355543,-0.0018761812,-0.0111646615,0.012488132,0.0064880806,0.012932243,-0.0026742432,0.023196688,0.03582419,0.00095611677,0.007724245,-0.020454159,0.016410341,-0.009221471,-0.017329061,-0.017772675,-0.026282221,0.0060703373,0.01992427,-0.010698846,0.009811453,-0.00241108,-0.04053296,0.015461025,-0.029772624,-0.03623085
33,letter,0.017839018,0.0072844964,-0.007101476,0.050067734,0.035046354,-0.019103153,-0.025246024,0.02893764,-0.048848577,-0.012627262,-0.022841847,-0.0047939285,0.018748753,-0.003915828,-0.020101642,-0.003671737,0.007757628,0.012437453,-0.0033893206,-0.01311656,0.023734344,-0.030526716,-0.00959333,0.0056416313,0.011427717,-0.018493455,0.014880871,0.012853299,-0.016280413,-0.017877638,0.019608516,0.023050003,-0.07467717,-0.012773264,0.025602931,0.01064855,-0.004330945,0.0048582302,0.020532092,-0.0013803081,0.033622168,0.0027889584,0.00933822,0.014437352,-0.03681589
34,letter,0.040391825,-0.006466264,0.033702374,0.039847717,0.001955743,-0.02226541,0.006748624,0.0016839101,-0.014688403,0.007953074,-0.032285783,0.015575721,0.009178006,-0.04730083,-0.014593129,0.057835262,0.01523945,0.0065465975,-0.021543946,0.00086465775,0.009908648,0.006485889,0.010137648,-0.0013179109,-0.007536284,-0.025580501,-0.0061319154,0.024191942,-0.008198961,-0.029000327,0.036202367,0.02553122,-0.016800787,0.0014620213,0.010851023,0.021282367,0.017094739,0.0105973575,0.0032390256,-0.0049948487,-0.019247605,0.008435291,-0.019319398,-0.027317364,-0.02288993
35,letter,0.0071240216,0.04803455,0.029224074,-0.036772713,0.026948519,0.008107646,0.0307291,0.0143903075,-0.004860414,-0.015551746,0.00096262194,-0.018036658,-0.013480546,0.03782214,0.018765092,0.021359954,0.02239783,-0.0072320006,-0.0023817539,-0.002009338,-0.020564038,-0.005763505,-0.015809126,0.032626126,0.009765173,0.009005015,0.03539989,0.015102166,-0.01856653,0.010899489,-0.03810696,-0.010045662,-0.0013525226,0.020938171,-0.0074212984,-0.022559218,-0.0012152067,0.02443154,-0.019944139,0.03452534,-0.014676279,-0.023653125,-0.00084540126,0.020457124,0.040112365
36,letter,-0.008777708,-0.0028327564,0.018260596,-0.00093444873,-0.02013237,-0.007316722,0.022944633,0.024269793,-0.023026897,-0.025446938,-0.0152898785,0.00016807513,0.0017290846,0.010057479,0.0066800993,0.0086561255,0.05829478,0.006964883,0.015469778,-0.029723536,-0.009868357,0.009758888,0.0019036018,-0.011562962,-0.0063580405,0.016570436,0.014135516,-0.0071590776,0.05217939,-0.027183972,0.016923135,0.0025479915,-0.0037023053,-0.018896332,-0.013754386,0.015772587,-0.013009722,-0.01304387,-0.020001898,0.008586485,0.0090478705,0.001962202,0.00751276,0.013400049,-0.003920787
37,letter,0.015221809,-0.03732625,0.03053789,-0.011164491,-0.014928435,0.010012364,-0.0021061008,-0.0052705696,-0.008706857,-0.0025172394,0.008440556,0.00988029,0.0091541195,8.3965264e-05,0.042125043,-0.018041274,0.009579316,0.013707679,0.046368208,-0.025226193,-0.037467364,0.04984616,0.033729844,0.024602858,-0.0002910276,0.0076815276,0.018147722,0.02612596,-0.012141509,0.023276282,-0.0033414294,0.0064323316,0.037190527,0.031024016,0.0059140697,0.015073497,-0.0021765677,-0.032039665,0.01864685,-0.0003209041,0.011253644,0.0048683723,-0.0018527168,0.01437045,-0.024008343
38,letter,-0.051122148,0.0003687983,0.039598636,0.028859915,0.014261944,-0.017164173,-0.0152654005,-0.0073686414,-0.0014479699,0.0158833,-0.011529326,0.025581805,0.019912068,-0.011476965,0.024928868,-0.015653476,0.015207763,-0.017843705,0.017999813,-0.013216369,0.0006732552,-0.0017182864,0.0065543894,-0.002724465,-0.025683485,0.01421577,0.04403745,0.0071201664,-0.032781124,-0.009954203,-0.024601566,-0.0064944564,-0.009663919,-0.05010684,-0.017772844,-0.0073296684,-0.02987872,0.0055031376,-0.006330291,-0.012294156,0.02617716,0.0151076885,-0.02151732,0.0074225334,0.049067266
39,letter,-0.008952125,0.01805811,-0.00880854,-0.026346525,-0.006418529,0.0013095635,-0.037303332,0.016629044,0.02380187,0.008553625,0.008774927,-0.032237113,0.028041935,-0.012674749,0.004667297,-0.016031755,0.004289494,-0.009497029,-0.0019835907,0.012887314,-0.01054763,0.013041535,0.012947998,0.00045091173,0.002534721,0.022107754,0.027032414,-0.028515426,0.024771346,-0.013651937,0.024500072,-0.009285456,0.049165893,0.020198526,-0.0067071533,0.003525388,-0.011578898,-0.018672563,-0.02240458,-0.048584927,-0.0022089237,0.009050509,0.025882684,0.003586518,-0.019250639
40,letter,0.045591295,0.012143102,-0.005475703,0.023300916,-0.0035690202,-0.02697684,-0.012153525,0.00059647963,0.045416314,-0.012036815,0.011846892,-0.0063414103,0.017964672,-0.019017274,-0.008527798,0.018668259,-0.0023237984,-0.008463546,-0.020047564,0.0025234884,0.011813768,-0.021285882,0.0152334105,0.0056053083,-0.01480507,0.000490254,0.035285007,0.0006800031,-0.019689333,-0.0049430765,-0.013208257,-0.013772548,-0.016285824,-0.0002683143,0.049465094,-0.019555457,0.0076416284,0.035131317,0.026953101,-0.023442617,0.00022899809,-0.0139082465,0.009426455,0.037136093,-0.009946948
41,letter,-0.042804908,0.013054108,0.04096696,0.0151394615,0.009847257,-0.047901873,-0.01846793,-0.027613206,-0.021053901,0.015372817,0.00686282,-0.035045862,-0.009837359,0.0007011734,0.030916458,0.0061709057,-0.02224998,0.027523503,-0.0187645,-0.0065449104,0.012783917,0.02616345,0.007337775,0.048191596,-0.014733473,0.031869605,-0.012027082,0.026486307,-0.008471997,-0.008004105,0.0026060557,-0.026247581,-0.018021455,0.032463107,0.04336236,0.009354219,-0.013874782,-0.0108173,0.007081735,0.005806695,-0.036586985,0.0021469803,0.0061290613,-0.012800138,0.025379747
42,letter,0.012756514,-0.032035258,0.003233082,-0.012779802,0.021001535,-0.0035982586,0.0071762963,-0.027262384,-0.010308985,-0.02344905,-0.018070914,0.03827035,-0.02654798,-0.016494004,-0.016111862,0.031645328,0.0024582683,-0.0061029163,-0.0071499124,0.03790669,0.028451974,-0.005708863,0.013838603,0.019130668,-0.013989664,0.014570213,0.039070368,-0.0005152621,0.011308713,-0.020252552,-0.014203194,-0.0073222145,0.018802382,-0.044857662,0.0058805076,-0.017884234,-0.0105606,-0.017790217,0.004101836,-0.0075184545,-0.023877801,0.018151479,-8.959793e-05,0.011614952,0.035263367
