token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50
10,punct,-0.0018382461,0.025856107,0.020576607,-0.021832287,-0.04516593,-0.001659206,0.0006140102,0.025348276,-0.007734795,0.01569813,-0.037129622,-0.026901593,0.0058574774,-0.011128641,-0.028969225,-0.011033081,0.0032754287,0.045527376,0.007663738,-0.033244085,-0.021435466,0.046999425,-0.011071784,0.0067021837,-0.015232825,0.0005010901,0.0091091795,0.006120078,0.012256432,0.014419583,-0.0026466167,0.014333976,-0.0050613824,0.006531722,0.011444711,0.0136674605,-0.0028145174,-0.0053812736,-0.00083727395,-0.015291123,-0.019436171,0.0040697996,-0.009122525,0.007821655,-0.015834734,0.002987841,-0.036178093,0.017659463,-0.0021472396,0.007713544,-0.021518411
11,punct,1.6211416,-1.1515698,0.2853496,-0.011295003,0.815516,-1.5194355,-0.3613759,-0.018002314,-0.0069552553,-0.033187114,-0.120296896,0.16739686,1.561387,-1.3027251,0.31781223,0.093947,0.022549625,-0.020342942,0.10341383,0.1888482,-0.018788673,0.03079568,-0.040903226,-1.3660657,-0.026052501,0.023325661,1.5134511,0.49045798,-0.03855522,0.030990563,0.3648231,-0.04434692,0.1730349,0.18074873,0.6378856,1.109675,0.38229963,-0.039045475,-0.049549628,-0.017622722,-0.06425772,-0.026760828,-1.0150414,0.07041681,-0.025913894,-0.11290399,0.10447863,0.081741884,0.12724726,-0.16750303,0.14387394
12,punct,-0.5407196,-1.3889807,0.62719834,0.43745443,-1.2463412,0.3350786,-1.3375641,0.53512967,0.4260188,0.54673046,-0.09137642,0.3449923,-1.8129702,-0.20561413,0.41420808,0.3112878,0.27215886,0.19176899,0.25912607,0.35437578,0.28866607,0.320075,0.36666578,-1.2592939,0.41002643,0.394673,-1.6017276,1.0438629,0.44067517,0.3055099,0.43616274,0.33710667,0.36574367,0.47881544,0.73469454,0.32890457,0.5726368,0.06931134,0.0017640505,0.31504273,0.20162733,0.2909037,1.1907797,0.22527364,0.4890546,0.38624966,0.293727,0.166555,0.2461165,0.29042733,0.22292006
13,punct,0.69218254,1.4201939,0.38306114,0.114208736,0.7982722,-1.5526811,-0.39530277,0.37535435,-0.14161023,-0.10475762,-0.08333451,0.4408388,1.5563055,-1.3292494,0.41658217,-0.294009,0.032959037,0.025330996,-0.04769494,-0.19982171,0.06278169,-0.17562063,0.028192403,-1.3185469,-0.05108309,-0.23617166,-1.6546236,0.9207465,-0.03343957,0.047825936,0.2148427,0.7437958,0.17860177,-0.15799285,0.3534984,0.21416155,0.0781325,0.17778526,0.2035656,-0.16449896,-0.03427948,-0.01569678,1.2338457,-0.11190535,0.086612634,-0.35792774,-0.2418095,-0.2541218,-0.035400942,0.099646166,0.18653993
14,punct,-0.007948594,0.025420437,0.012950682,0.008955317,0.011640265,0.0083567705,0.02442791,0.0050215647,0.004176382,0.0038817103,0.004777831,-0.045413315,0.022951487,0.023843033,0.047906686,-0.014504593,0.026716113,-0.020232663,-0.028428176,0.018857095,-0.015976118,-0.0030406183,-0.025685864,-0.015487064,0.03275787,-0.016523806,-0.04901401,-0.020369183,0.01964487,0.0034887623,-0.054347977,0.041364837,-0.013227446,-0.015469571,-0.014182509,-0.0054097576,-0.011562824,-0.0029204222,0.032479923,0.013062115,0.01615483,0.014193761,-0.0013119904,0.012562718,0.010694925,0.005969503,0.008272315,0.0028999986,-0.007797319,-0.037727937,0.004806101
15,digit,1.6466857,-1.1864763,0.056291558,0.16062061,0.56114584,1.4536128,1.1150082,0.33679762,0.2004661,0.30435094,-0.11854904,0.12651357,1.5979469,-1.3231431,0.41811922,0.14602734,-0.023155864,0.04458403,-0.13072869,0.18369249,-0.12865962,0.015964739,-0.24670249,0.38812092,0.083521776,-0.07305451,-1.2763609,-0.8026798,-0.03993797,0.32082883,0.15028793,0.1543493,0.11454248,-0.18455338,0.32048354,-1.5900884,0.13533656,0.025409603,0.20843683,0.074002154,0.24915744,0.118190795,-1.0261842,-0.066929094,0.04093504,-0.16070253,0.15233931,0.24012034,0.022237515,-0.06289527,0.16910334
16,digit,1.6257871,-1.1827247,-0.18761203,0.12155055,0.81990844,-1.5650403,-0.3986307,0.15748012,0.15263472,0.22750624,-0.08371886,-0.094086215,-1.245286,1.459782,0.4060762,0.09116768,-0.06202487,0.07697759,-0.14520723,0.18199614,-0.06307477,0.084497266,-0.18372104,-1.4086738,0.04322613,-0.36428398,1.5235459,0.48538566,-0.17088172,0.15629221,0.1634611,0.217095,0.07810233,-0.14373423,0.17825255,1.1279954,0.051937554,-0.01819437,0.5566103,0.14335738,0.3203566,-0.03586608,-1.0387754,0.076935194,-0.12647228,-0.334894,0.03374422,0.3114123,0.11132102,0.1681691,0.19157934
17,digit,-0.51669073,-1.3142163,0.2980767,0.35267308,-1.9045854,-0.21899688,0.16328481,0.39442238,0.35038534,0.38573676,0.26401705,0.25734517,-1.7104244,-0.18069473,0.5585007,0.41168132,0.33672512,0.33944032,0.31806526,0.50546867,0.32060906,0.34888393,0.18872526,0.45213038,0.3831531,0.28373623,-1.1491727,-0.7194995,0.33349022,0.42573953,0.534899,0.36123994,0.42035884,0.29479787,0.40814972,-1.409019,0.35161105,0.32089013,0.44474068,0.33526385,0.42218503,0.35614207,1.5620235,0.26117063,0.35647333,0.20484431,0.33643582,0.3969495,0.36604378,0.32543904,0.28429082
18,digit,0.73203003,1.5143328,-0.2777307,0.19774835,0.84614223,-1.6595912,-0.4278168,0.29375622,0.03290114,0.24988884,-0.09700626,-0.28917453,-1.9801072,-0.32027483,0.6581171,-0.16879034,0.009931308,0.040323313,-0.612869,0.2719515,-0.19451724,-0.022201095,0.048438426,-1.497906,0.41629234,-0.41729587,1.590175,0.49168095,-0.7491687,0.06244459,0.18113919,0.24768229,-0.043025557,-0.4275651,0.07518225,1.1688095,0.013040233,0.026294336,0.43763915,0.40067467,0.3180678,0.016023237,0.90690994,-0.11013004,0.097447105,-0.66633695,-0.11457416,0.38961238,-0.00033055714,-0.054840747,0.22384289
19,digit,0.67088014,1.4238474,-0.24789634,-0.044987474,0.7746084,-1.6590161,-0.4642518,-0.0054092426,-0.0718069,0.060853533,-0.33306232,-0.24106641,1.1013668,1.6870872,0.31520712,-0.06727644,-0.16058467,-0.12198669,-0.39395472,-0.14885572,-0.33854192,-0.30584392,-0.3847219,1.5002534,-0.20655477,-0.63678813,1.0713623,1.1680821,-0.35794285,-0.093518496,0.05641858,0.04913521,-0.16298375,-0.39854428,-0.009007068,-1.3047279,-0.059377555,-0.16215532,0.35943758,-0.035486817,0.18706308,-0.18165264,-1.127578,-0.22139837,-0.18141589,-0.5695636,-0.22284742,0.06245214,-0.1981928,0.031882722,0.12275731
20,digit,0.7092993,1.460969,-0.34733564,0.2514023,0.8200363,-1.619772,-0.4273081,0.507459,-0.035005003,0.2539507,-0.13252531,0.047659796,-1.9175627,-0.31537846,0.58161986,0.14535971,0.11875,-0.05309295,-0.5633265,0.06388566,-0.1863559,0.058279898,-0.29207134,-1.4643561,0.048805878,-0.41411123,1.541055,0.4815415,-0.28756115,0.09982227,0.06541215,0.08045275,0.02862486,-0.5402102,0.18475083,1.1361146,0.033200506,-0.068515986,0.31769115,0.23555653,0.16626355,-0.14926393,1.275867,-0.10971933,0.00013018402,-0.68857795,-0.006647631,0.35888737,0.022711042,-0.17283034,0.17168978
21,digit,0.6784777,1.4345171,-0.31312227,-0.07350339,0.78545034,-1.659478,-0.46169713,0.1361168,-0.11161483,-0.013509044,-0.37474838,-0.121823676,1.118516,1.6900965,0.42063764,-0.08770066,-0.18550819,-0.123550825,-0.36963722,-0.16406386,-0.3471073,-0.2279986,-0.3485,1.513377,-0.14562078,-0.67045677,1.0902214,1.1739957,-0.352873,0.11101476,0.03712068,-0.05301572,-0.23276849,-0.42991382,0.12088892,-1.3049858,-0.086884245,-0.23047523,0.25400344,-0.095575735,0.1314714,-0.18635134,-1.1222954,-0.16364704,-0.26623082,-0.5574133,-0.126268,0.07757666,-0.13098823,-0.03124168,0.11382321
22,digit,1.5478197,-1.2313862,-0.32021642,-0.15077506,1.3223422,1.114659,-0.85911953,-0.0867204,-0.13020931,-0.13345139,-0.2812916,-0.17163439,0.9971667,1.6090102,0.055116527,-0.11322624,-0.21905908,-0.15383174,-0.20594053,-0.13365352,-0.26965928,-0.12918667,-0.42929912,1.4183317,-0.202641,-0.33904696,0.98097366,1.1072432,-0.31249443,-0.05615841,-0.08397063,-0.13647577,-0.14684208,-0.26764044,-0.09042812,-1.095314,-0.27012697,-0.2935012,0.010543032,-0.2055862,-0.09064739,-0.21016668,-1.0860587,-0.21371558,-0.18502378,-0.4091294,-0.08505806,-0.07491246,-0.14395463,-0.1415339,0.029446991
23,digit,-0.62233347,-1.4371507,-0.18560013,-0.022158096,0.7659948,-1.5420046,-0.4098304,0.19271132,0.05262173,0.02754899,-0.3356555,0.048625614,1.0471306,1.6253757,0.39755037,0.026342891,-0.1432684,-0.09468723,-0.22437064,-0.06932369,-0.18400204,-0.011445709,-0.31388283,1.4544097,-0.09100026,-0.2480219,1.0424882,1.1379665,-0.23238139,0.1895619,0.030408949,-0.07203723,-0.027006086,-0.31652105,0.1911176,-1.1671178,-0.12636796,-0.113808095,0.18767957,-0.14090492,0.06740881,-0.08243912,1.4386679,-0.112776265,-0.09689378,-0.43521717,-0.11805544,0.072474256,-0.087047845,-0.056420818,0.09955775
24,digit,1.5811241,-1.2147292,-0.2495129,-0.014515006,0.76744175,-1.5768949,-0.41859472,0.08801879,0.041129336,-0.053020194,-0.258707,0.03362912,1.0641136,1.6425045,0.23539343,-0.014239613,-0.12809704,-0.109691024,-0.11171872,-0.08354811,-0.22396871,-0.018456735,-0.344981,1.4550942,-0.14527738,-0.2545336,1.0462044,1.1415234,-0.25998002,0.12489131,0.0051628654,-0.0083773825,-0.05607926,-0.20956656,0.09904291,-1.1651142,-0.20179904,-0.18762062,0.16272499,-0.12848699,0.02725595,-0.08789492,-1.0625856,-0.12674138,-0.0988248,-0.33734596,0.007657407,0.091453545,-0.026465524,-0.03253865,0.08136027
25,punct,-0.020528972,-0.028778257,-0.0060665887,-8.099919e-05,-0.00103123,-0.01732119,-0.00073195784,-0.00068881235,0.011211166,0.018254444,0.0007338556,0.003950696,-0.0022807824,0.0005677744,0.018975623,0.017068889,-0.0025175118,-0.028650926,-0.00577458,0.039379776,0.009623543,-0.037947536,-0.023245217,-0.019538196,0.0019569742,0.00617539,-0.023637146,-0.004480473,0.009424208,-0.0023236852,0.020079948,0.0253788,0.0010471969,-0.0045837634,0.00096069754,-0.025993757,-0.022207364,0.0044566477,0.0072266865,-0.021760885,-0.018282173,-0.016006557,0.0005857253,-0.003432189,0.02545069,0.0006041821,0.0050936723,0.0008952128,0.008427571,0.0077950363,-0.003128899
26,punct,-0.037625056,-0.019593049,0.007310578,0.015053764,0.0018406616,0.024166176,0.045900635,0.012508497,-0.0012157203,0.02405136,-0.004529505,-0.029730663,-0.022620235,0.009640881,-0.014196405,-0.011725772,0.020120395,-0.0028160014,-0.00083266495,-0.02198843,-0.01296093,-0.023802437,-0.0021918782,0.01575709,-0.0032407716,0.0122591555,0.02950674,0.018632893,0.019225445,-0.005979514,0.008968598,0.038815945,0.016188279,-0.012833085,-0.018644469,0.025451321,-0.0051313723,-0.022432335,-0.009692597,0.0137548745,-0.02323516,-0.010573242,0.014499861,-0.0124912495,-0.032477573,0.018623253,0.0060012583,-0.01925565,0.00015962677,-0.028212234,-0.0025443234
27,punct,0.000111311914,-0.009438465,0.011338701,-0.009785427,0.011459476,-0.033767797,0.02385105,-0.001125569,-0.009202696,0.044010237,-0.013074015,0.022207327,0.024189644,-0.03197244,-0.0075833616,-0.026993243,-0.028197171,-0.02583907,-0.0041204975,-0.022157514,0.009742852,0.0049761455,0.017363716,-0.0049477643,0.049839314,0.00055784505,0.0016612458,0.030384492,0.0037805918,0.041583393,0.00023747877,0.00744791,0.000120402634,-0.0063463845,-0.007067789,0.009132848,0.007109732,-0.01352514,-0.019859651,-0.0016909561,0.034614593,-0.009612721,0.016974563,0.0044158217,-0.026255056,0.006673577,-0.013846515,0.030094927,-0.037888207,0.027388997,-0.011776951
28,punct,-0.030116405,-0.013694207,0.029409055,-0.023323683,0.0054476648,0.019419309,-0.025003795,-0.0117612025,-0.001391883,0.010488544,0.01631867,-0.013252842,0.014424294,0.023895497,-0.001983907,0.0038355163,-0.029894091,0.0020141904,0.000568916,0.0042707045,0.005548822,-0.0030925148,-0.007693033,-0.013741612,0.026182236,0.0036664899,0.019671839,-0.022869783,-0.016166627,-0.032372076,-0.031820912,0.012554869,0.030199103,0.0020347002,-0.0028392847,-9.929151e-05,-0.012908224,-0.03159941,-0.0047976505,-0.03593926,0.025147088,-0.014422533,0.0033284517,0.015576969,-0.00074119505,-0.013031662,0.033026554,-0.006190601,-0.014790822,0.00069543096,0.010407696
29,punct,0.6238794,1.3622714,-0.58780414,-0.20449686,1.5216811,1.1078548,0.1392644,-0.42190188,-0.48266867,-0.22319137,-0.38002524,-0.3530721,0.99596506,1.631657,-0.16721869,-0.19467098,-0.3222306,-0.3843098,-0.2842696,-0.06541632,-0.22026142,-0.17042264,-0.059921045,-1.4853021,-0.27896675,-0.26737234,1.4174004,0.40377298,-0.12105453,-0.049152732,-0.16681154,-0.19777723,-0.41447708,-0.4850946,-0.05667467,1.0296748,-0.05509605,-0.12715495,0.15120222,-0.34045982,-0.20618625,-0.22268526,-1.1413589,-0.4292475,-0.24509881,-0.58568084,-0.34021297,-0.24071412,-0.3219559,-0.13176604,0.12577318
30,punct,-0.0012957983,0.002037225,0.008793081,0.012534952,0.011634586,0.0045098704,0.006826616,-0.013990181,0.004676641,-0.015273929,0.014313823,-0.0027207627,0.023962568,-0.016014714,-0.007934866,-0.011570483,-0.012044694,0.025138984,-0.0021015485,-0.0027146223,0.00013905602,0.018417085,0.0038210007,0.019192176,-0.002533621,-0.0021559088,0.032662842,-0.030726688,0.031564564,-0.004272794,0.00051283435,-0.0066978047,0.0094404025,-0.03926844,0.011211182,-0.015192441,-0.013683605,-0.015704932,0.0028540017,-0.028569644,-0.017347712,-0.018661387,-0.00050264806,-0.014212958,0.004921142,-0.011442034,0.06781051,-0.0015772664,-0.007241364,-0.0031459772,-0.021362402
31,punct,0.0020193043,-0.061170295,0.029611025,0.018621394,-0.011338142,0.0057071843,-0.011372745,0.010896367,0.017578125,-0.0240492,0.003591578,-0.019833056,0.014428787,-0.007151981,-0.017137796,-0.014100268,-0.026031233,0.017342936,0.006005941,0.010541261,0.01742855,-0.017660016,-0.0018426139,-0.00024335452,0.0125707425,-0.029262766,-0.017793825,0.045500048,0.014168014,0.010964255,-0.0058414964,-0.011786916,-0.03523427,-0.042547386,0.00433822,0.0018663084,-0.006903234,0.0046141567,-0.01620972,0.014355989,0.014410155,-0.010843647,0.01355706,0.0056987815,0.026265766,0.02119388,-0.0015530923,-0.031860575,0.005522403,-0.020108745,0.026904391
32,letter,-0.5782237,-1.4378278,0.018683348,0.38301998,0.8632357,-1.5456752,-0.36819488,0.27139458,0.55495024,-0.22805801,0.16427971,-0.26247817,1.6355268,-1.321128,0.5288956,-0.30016118,-0.09943545,-0.121375665,-0.13443886,0.7080565,0.06757008,0.096292146,0.22601755,0.99003863,0.5928841,0.4757685,-1.126608,-1.3681053,-0.24357767,-0.047849827,0.44842315,0.13745265,-0.34269395,0.3261852,0.4423719,1.4203851,0.31298834,0.48953617,0.15340988,0.023766104,0.20450026,0.18201962,0.42139527,0.10476365,0.26386052,0.0482079,0.12690192,0.37467763,0.38925955,0.23716684,0.32201308
33,letter,0.6748486,1.4471575,-0.43372405,-0.09332981,1.6322289,1.1974374,0.15742077,-0.3079215,-0.024902731,-0.5336695,-0.5322495,-0.32813746,-1.4081767,1.458381,-0.14810927,-0.43241277,-0.058367454,-0.04852698,-0.26495656,-0.12866828,-0.31696564,-0.3368274,-0.41554216,1.1109072,0.15530066,-0.5101101,-1.4603882,1.0262301,-0.033525012,-0.24231803,0.13711047,0.08029499,-0.40292796,-0.5971448,-0.017910557,1.3975303,-0.20093156,-0.03446076,0.09608577,-0.20882007,-0.02654402,-0.18171163,-1.1769502,-0.14379281,-0.33471668,0.019594574,-0.17735672,-0.17661746,-0.21018885,-0.15844464,0.2084267
34,letter,-1.6316601,1.048113,0.20204954,0.3423736,0.9074544,-1.49832,-0.30457056,0.19100617,0.5879561,0.19275086,0.052521884,0.22553161,-1.7984661,-0.21357459,0.3066046,0.053248044,0.36031976,0.37956035,0.2580621,0.41917765,0.17057072,0.307971,0.06518201,1.031314,0.42985,0.1778393,-1.0605196,-1.3317344,0.3130853,0.34971097,0.56317335,0.2769972,0.21891472,0.19084603,0.29912877,1.4367391,0.19272919,0.35624334,0.3714863,0.2428739,0.276227,0.2459961,-0.9790036,0.20320533,0.27091312,0.21919276,0.3820436,0.34817523,0.40881968,0.3728989,0.13858534
35,letter,1.689057,-1.1345142,0.10322054,0.35375562,0.87420636,-1.5216755,-0.34740144,0.065141775,0.51684076,0.15146393,0.039366927,0.19447103,-1.8039334,-0.23709899,0.29709232,-0.035123095,0.2637573,0.2064805,0.09057724,0.3333158,0.019160813,0.15613498,-0.039850473,0.99411637,0.436204,0.21351032,-1.0929166,-1.3454859,0.3885334,0.22263779,0.44963366,0.08216297,0.30280763,0.27148062,0.26282218,1.4020756,0.1047678,0.2659211,0.41590425,0.26338056,0.2810899,0.18225269,-0.99363685,0.28364125,0.08339725,0.26898417,0.13048956,0.33740446,0.22320674,0.36889073,0.13495636
36,letter,0.6909392,1.4551681,-0.014837423,0.12633264,-0.25767058,1.6530517,-1.0862892,-0.3983173,0.19163468,-0.40611902,-0.41933185,-0.5261774,1.1447543,1.7434689,0.09664491,-0.5917204,-0.30762395,-0.3012653,-0.3100144,0.13302478,-0.30562237,-0.080430955,0.039163124,-1.5162654,0.27747175,-0.19324622,1.5385082,0.45566234,-0.4023191,-0.16029167,0.050470605,0.043176834,-0.47332358,-0.34568766,0.005680582,1.1197199,-0.0076511707,-0.19408032,-0.3015633,-0.26848245,-0.18143311,-0.18060671,-1.1412593,-0.33349782,-0.19760235,0.05623879,-0.1444084,-0.006484056,-0.005787743,0.15123774,0.0951511
37,letter,0.70793724,1.4918369,-0.12847447,-0.088068284,-0.26779386,1.6981589,-1.129729,-0.25742576,0.06912911,-0.38269573,-0.38121817,-0.25732958,1.8460917,0.1079893,0.01863188,-0.61739767,0.15797263,-0.12503363,-0.596074,0.08918143,-0.20187391,-0.032033887,-0.33710107,-1.547909,0.75760365,0.074065596,1.584259,0.47174707,-0.16723692,-0.54855067,0.34025335,-0.03021317,-0.47292832,-0.642085,0.38052,1.1554809,0.14544143,0.11368855,-0.25017875,-0.24182096,-0.3018087,-0.26232672,-1.1649631,0.034037385,-0.16731916,-0.23955745,-0.37466288,-0.11914124,0.09334917,-0.09780405,0.17560111
38,letter,1.6518704,-1.1885444,-0.0948046,0.110211454,0.8276539,-1.5621475,-0.38953355,-0.06785047,0.30531386,-0.02148933,-0.1517345,0.14601591,1.1323476,1.7318685,0.21869732,-0.22618267,0.25374392,0.39172074,0.083092764,0.13313873,0.092584096,-0.004818493,-0.09043784,-1.3465924,0.35570747,-0.15370339,-1.6696304,0.95202714,0.27832156,0.10350064,0.4842071,0.16311176,-0.019117726,-0.2554151,0.18851535,0.24252759,-0.07306924,0.10310958,-0.14297885,0.045689628,0.12870105,0.016006455,-1.0401212,-0.063876964,0.071460284,0.24475771,0.13144676,0.35959357,0.14919515,0.1593684,0.12954634
