token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50
10,punct,-0.0018382461,0.025856107,0.020576607,-0.021832287,-0.04516593,-0.001659206,0.0006140102,0.025348276,-0.007734795,0.01569813,-0.037129622,-0.026901593,0.0058574774,-0.011128641,-0.028969225,-0.011033081,0.0032754287,0.045527376,0.007663738,-0.033244085,-0.021435466,0.046999425,-0.011071784,0.0067021837,-0.015232825,0.0005010901,0.0091091795,0.006120078,0.012256432,0.014419583,-0.0026466167,0.014333976,-0.0050613824,0.006531722,0.011444711,0.0136674605,-0.0028145174,-0.0053812736,-0.00083727395,-0.015291123,-0.019436171,0.0040697996,-0.009122525,0.007821655,-0.015834734,0.002987841,-0.036178093,0.017659463,-0.0021472396,0.007713544,-0.021518411
11,punct,0.021112353,-0.023381276,-0.010731911,0.041285336,0.023608373,-0.009889985,-0.008599536,-0.007900725,-0.033181876,-0.0039418093,0.025431905,0.021866227,0.011471343,0.0009714758,0.008247455,-0.0068978253,-0.002928556,0.018283388,-0.0018950491,0.0037519496,0.016656233,0.0015409072,0.014893613,-0.023639346,0.009333597,0.008691842,0.032854598,-0.0018410082,0.018168095,0.0064552478,0.009003264,0.017607884,-0.01614827,-0.019705465,-0.030016521,-0.008754416,0.0016638376,0.010931646,0.017147634,0.0017378674,-0.005348465,0.0449902,-0.01116343,-0.025147498,0.020175943,-0.01092349,9.6901225e-05,0.028476119,0.01299109,-0.02726944,-0.0077667176
12,punct,-0.02955397,-0.02497991,-0.020979773,0.008341797,0.016695779,0.009789429,0.009033039,-0.044606376,-0.0026048394,0.0053901933,-0.0055196956,-0.0052519464,-0.009069786,0.016108565,-0.015910638,0.025333006,0.019369537,0.00864098,-0.01522443,0.01871812,-0.011464193,0.003414414,0.0033693786,-0.015456276,-0.018619003,0.022024302,-0.009982593,0.015368017,-0.022357179,-0.012785888,0.025756977,0.04420322,0.026594874,0.027967524,0.019812863,0.0046522827,-0.008583222,-0.048364043,0.007910972,0.005147887,0.021739697,-0.0018941888,-0.0003677736,-0.01931075,-0.016443916,0.026811182,-0.009664109,0.030843185,0.031145854,-0.02079337,0.033680726
13,punct,-0.0019139546,0.002865786,0.0048274784,-0.006794708,0.008077354,-0.010222439,0.0016716793,0.013658217,0.011374497,0.0020392563,-0.0068654735,-0.01899507,0.0019251805,-0.020608526,0.030930411,0.01704913,-0.0061605405,-0.002145563,0.003584575,-0.047069922,0.023163779,0.0017866627,-0.026607245,-0.030090332,-0.015658915,0.0070693363,-0.0021795097,0.017520828,0.015891321,-0.009222714,0.01315176,0.019280775,0.010798689,0.0007796251,0.04133579,-0.0021385436,-0.03027858,-0.0008657748,-0.054279275,0.009736805,-0.006233084,-0.0066974657,0.011461467,0.03800734,-0.025467208,-0.0057473243,0.0049790842,-0.01100608,0.018012147,-0.0034962962,-0.008115775
14,punct,-0.007948594,0.025420437,0.012950682,0.008955317,0.011640265,0.0083567705,0.02442791,0.0050215647,0.004176382,0.0038817103,0.004777831,-0.045413315,0.022951487,0.023843033,0.047906686,-0.014504593,0.026716113,-0.020232663,-0.028428176,0.018857095,-0.015976118,-0.0030406183,-0.025685864,-0.015487064,0.03275787,-0.016523806,-0.04901401,-0.020369183,0.01964487,0.0034887623,-0.054347977,0.041364837,-0.013227446,-0.015469571,-0.014182509,-0.0054097576,-0.011562824,-0.0029204222,0.032479923,0.013062115,0.01615483,0.014193761,-0.0013119904,0.012562718,0.010694925,0.005969503,0.008272315,0.0028999986,-0.007797319,-0.037727937,0.004806101
15,digit,0.02882183,-0.028927218,-0.023213914,0.031620745,-0.01853343,0.004359918,0.011139433,-0.004843417,0.013606601,-0.045267586,-0.012175463,0.017352525,0.0024244585,-0.012393348,0.008766531,0.051459774,-0.029177424,0.02172221,-0.005113438,0.00896039,0.016676376,-0.027179684,0.008396935,-0.015941856,0.03170125,-0.019503934,-0.046014257,0.0003659543,0.00057744485,0.012034976,0.06187243,0.029923966,-0.04408415,0.0035340819,-0.018027727,0.0051243138,-0.0222523,0.005042528,0.0055200225,0.009065901,0.005606666,-0.019843297,0.010352945,-0.015387927,-0.013277292,0.0052769044,0.0331168,0.0035519195,0.008781793,-0.024209125,0.0067193923
16,digit,0.019470517,-0.024036292,-0.024190413,0.0045103445,0.002292187,-0.020649701,-0.016893048,0.002080729,0.0019364035,-0.008220921,-0.0106779905,0.05150019,-0.026175665,0.020615535,0.012845544,0.020086376,-0.021691868,0.0022169778,0.03314403,-0.009402666,0.017486086,-0.00024601544,0.01353152,0.0031544561,-0.017610181,0.010866461,-0.018911578,0.0047586397,-0.011578041,-0.008280971,-0.009957241,-0.006102479,-0.012529592,-0.02937297,0.009731371,-0.015336041,0.02163263,-0.012147631,-0.019923884,0.026088351,-0.01471024,-0.06370408,0.047408484,0.026812658,-0.010085169,-0.015767751,0.0068526384,-0.06406199,0.02095199,-0.024196483,0.009557393
17,digit,-0.012147909,0.0038776223,0.031034574,-0.024425874,-0.0073111844,-0.008236861,-0.04216626,0.015622141,0.037116665,-0.02115346,0.0034423405,0.0037274766,-0.025403807,0.015121675,0.0023144255,-0.041522913,-0.004760953,0.013066065,-0.028168961,-0.020542342,0.024128556,0.015514481,-0.009814313,-0.012849826,-0.0009694385,0.015796976,0.02599855,-0.010922148,0.012723509,0.0056974366,0.0077752867,-0.010919362,0.03178537,0.02035532,-0.002404909,-0.00473883,0.015307767,-0.011397421,0.012079443,-0.014890718,-0.0107946545,0.016929455,0.0005843006,0.016804026,0.0116336495,-0.0121437535,0.014067201,-0.026140785,0.0050098514,0.009470405,-0.038254898
18,digit,0.044656184,-0.0007571869,0.0029538695,0.00040517314,0.009235126,0.02511107,-0.015165721,0.003279519,-0.022860454,0.024284074,-0.01906677,-0.0004950557,-0.020100005,-0.002568157,-0.016225316,0.027420053,-0.015481371,0.02797598,-0.0011804966,0.0043436578,-0.025098188,0.024585387,-0.046724606,-0.017680185,-3.8731585e-05,-0.01663379,0.017013026,0.026460234,0.0022129575,-0.009717863,0.016101385,0.020361144,-0.0015704889,-0.00822835,0.018535953,-0.023647951,0.013887712,0.016467135,-0.016083818,0.012563967,0.011405039,-0.038135707,0.03456939,-0.0015637941,-0.01137164,-0.028817544,0.0075102085,0.015447758,-0.020298736,0.016049081,-0.0229179
19,digit,-0.009944193,0.003645565,0.0014784109,-0.01095875,0.008940956,0.0036453628,-0.0044211526,0.024585208,0.00080914464,0.009756386,0.01752123,-0.038891237,0.028813098,0.015939571,-0.023906529,-0.026756002,-0.0075882887,-0.006353432,0.0056973184,-0.01461446,-0.016078731,-0.0041895993,-0.03654146,-0.023478912,0.007989485,-0.0065635294,-0.004499611,0.029422244,-0.019496249,0.028227016,0.0074536493,-0.04316499,-0.016647862,-0.0020431874,-0.0058200276,-0.021619689,0.02977769,-0.0055620656,0.0123807145,-0.02582346,0.02166752,0.0061472557,-0.028160177,0.022061983,0.015319876,0.015330025,0.008066094,0.009450874,-0.012808727,-0.017218105,-0.0063674534
20,digit,-0.0014926957,0.0036775973,0.009015341,0.034467507,0.0072011338,-0.029697547,-0.0069154818,-0.00085074775,-0.003582154,0.008201022,0.031783376,-0.004304636,0.014519741,-0.0055521578,-0.00884098,-0.03193723,-0.014232143,0.0059145903,0.021115482,0.0075354693,-0.015884358,0.014412352,0.028851867,-0.010634391,0.015404131,0.007339863,-0.0033268195,0.019441675,0.009761253,-0.040801097,0.010781258,0.030145343,-0.013147268,-0.009755646,0.012090815,-0.0041999235,-0.006806408,-0.02790055,0.013581941,0.02077656,0.02594198,-0.021513266,0.01542045,0.016381543,0.04557562,-0.03785685,-0.033443246,0.031017717,0.0102430815,-0.006859499,-0.027453136
21,digit,0.01645432,-0.0059779403,-0.011149809,-0.017196639,0.0070676263,-0.010284016,0.026029872,0.030169781,-0.040895175,0.004453035,0.018176652,-0.030911978,-0.00966794,-0.0005479888,0.0109517025,-0.019051777,-0.013084758,-0.0050601033,-0.015073776,-0.013747384,-0.021873478,-0.01860277,0.007977749,0.004651702,-0.03592041,-0.026928084,0.005638111,-0.0024602297,-0.012488255,-0.015413474,0.023428435,-0.011393817,0.023739845,0.008204132,0.0130561,-0.013199053,-0.036681246,-0.012736597,-0.027436912,-0.029482871,-0.014169707,-0.0017208891,-0.021270394,-0.010872596,0.030060133,0.0048390613,-0.028883714,-0.028645674,-0.020477204,0.037178952,-0.00403283
22,digit,0.030358834,-0.0126467105,-0.05723239,-0.010381641,0.01674117,0.0039985003,-0.0015116674,0.023537278,0.026572874,-0.045845192,0.0022026086,0.010822293,0.025358865,0.00047643244,0.02475821,0.0046593333,-0.008648333,-0.009827697,-0.009466995,-0.024196757,-0.0056735743,-0.010458559,0.01880619,0.020952769,-0.026816474,0.020249328,-0.021375451,-0.0015462148,-0.057921994,-0.003744001,-0.022989238,-0.019694401,0.031602807,-0.0058383835,-0.016238872,-0.019445408,0.033255182,0.004972827,9.958401e-05,0.009772418,-0.018127505,0.018124392,-0.025278231,0.037550654,-0.02647445,0.03381811,-0.008737004,-0.0616686,0.013227933,0.012500448,0.011596448
23,digit,-0.012042379,-0.02968393,-0.010150572,0.02021862,0.0063966596,-0.0024475323,-0.020569988,0.008807293,0.041492283,0.021288952,-0.01645718,0.020887174,0.0011230533,0.011468777,-0.002707875,-0.010596724,-0.0030015314,0.0043875314,0.018320978,0.010768441,-0.007552477,0.0045977863,0.020053726,0.023717798,-0.03022262,0.010897246,0.012450066,0.021772394,0.0140520865,-0.000257204,0.006316177,-0.0067558014,-0.012617743,0.025539784,0.0063798414,-0.012853131,0.018471878,0.044465255,-0.054571465,-0.039736085,0.009357883,-0.0019756772,0.02935638,-0.011595355,-0.03302768,0.0028201458,-0.00797764,0.0046385974,0.017821938,-0.0012562117,-0.0065090186
24,digit,0.0056050955,-0.03546018,-0.026436543,-0.04576946,0.026620848,-0.008126109,-0.010287571,0.006159187,0.009075311,0.03518808,0.03816951,-0.004566585,0.0125398915,-0.006084215,0.005498583,-0.010606241,0.003625767,0.0034233355,-0.004556231,0.019196676,0.009465968,0.00944112,0.032709017,0.009470056,-0.028770166,-0.01943784,-0.03216578,0.03492854,-0.014548103,0.004989439,0.00058431085,0.0102944635,-0.03612321,0.02030439,-0.014493587,0.010072306,0.01165168,0.013077653,0.026523203,-0.010344234,0.003444208,0.037210114,0.031219289,0.0075198156,0.0051012705,-0.006682747,0.013692619,-0.0033911983,-0.0018587903,0.026092343,-0.0040597683
25,punct,-0.020528972,-0.028778257,-0.0060665887,-8.099919e-05,-0.00103123,-0.01732119,-0.00073195784,-0.00068881235,0.011211166,0.018254444,0.0007338556,0.003950696,-0.0022807824,0.0005677744,0.018975623,0.017068889,-0.0025175118,-0.028650926,-0.00577458,0.039379776,0.009623543,-0.037947536,-0.023245217,-0.019538196,0.0019569742,0.00617539,-0.023637146,-0.004480473,0.009424208,-0.0023236852,0.020079948,0.0253788,0.0010471969,-0.0045837634,0.00096069754,-0.025993757,-0.022207364,0.0044566477,0.0072266865,-0.021760885,-0.018282173,-0.016006557,0.0005857253,-0.003432189,0.02545069,0.0006041821,0.0050936723,0.0008952128,0.008427571,0.0077950363,-0.003128899
26,punct,-0.037625056,-0.019593049,0.007310578,0.015053764,0.0018406616,0.024166176,0.045900635,0.012508497,-0.0012157203,0.02405136,-0.004529505,-0.029730663,-0.022620235,0.009640881,-0.014196405,-0.011725772,0.020120395,-0.0028160014,-0.00083266495,-0.02198843,-0.01296093,-0.023802437,-0.0021918782,0.01575709,-0.0032407716,0.0122591555,0.02950674,0.018632893,0.019225445,-0.005979514,0.008968598,0.038815945,0.016188279,-0.012833085,-0.018644469,0.025451321,-0.0051313723,-0.022432335,-0.009692597,0.0137548745,-0.02323516,-0.010573242,0.014499861,-0.0124912495,-0.032477573,0.018623253,0.0060012583,-0.01925565,0.00015962677,-0.028212234,-0.0025443234
27,punct,0.000111311914,-0.009438465,0.011338701,-0.009785427,0.011459476,-0.033767797,0.02385105,-0.001125569,-0.009202696,0.044010237,-0.013074015,0.022207327,0.024189644,-0.03197244,-0.0075833616,-0.026993243,-0.028197171,-0.02583907,-0.0041204975,-0.022157514,0.009742852,0.0049761455,0.017363716,-0.0049477643,0.049839314,0.00055784505,0.0016612458,0.030384492,0.0037805918,0.041583393,0.00023747877,0.00744791,0.000120402634,-0.0063463845,-0.007067789,0.009132848,0.007109732,-0.01352514,-0.019859651,-0.0016909561,0.034614593,-0.009612721,0.016974563,0.0044158217,-0.026255056,0.006673577,-0.013846515,0.030094927,-0.037888207,0.027388997,-0.011776951
28,punct,-0.030116405,-0.013694207,0.029409055,-0.023323683,0.0054476648,0.019419309,-0.025003795,-0.0117612025,-0.001391883,0.010488544,0.01631867,-0.013252842,0.014424294,0.023895497,-0.001983907,0.0038355163,-0.029894091,0.0020141904,0.000568916,0.0042707045,0.005548822,-0.0030925148,-0.007693033,-0.013741612,0.026182236,0.0036664899,0.019671839,-0.022869783,-0.016166627,-0.032372076,-0.031820912,0.012554869,0.030199103,0.0020347002,-0.0028392847,-9.929151e-05,-0.012908224,-0.03159941,-0.0047976505,-0.03593926,0.025147088,-0.014422533,0.0033284517,0.015576969,-0.00074119505,-0.013031662,0.033026554,-0.006190601,-0.014790822,0.00069543096,0.010407696
29,punct,0.020920392,0.025436547,0.009404059,-0.0005646884,0.002150337,0.008453911,-0.032473017,-0.0058859247,0.0021512315,0.01050775,0.009548917,0.0041747475,0.028862521,0.019648826,0.038771275,-0.017526034,0.025595434,0.01023604,0.028137794,-0.008339268,0.014740419,0.0021814422,0.022067385,-0.023880307,0.010527696,0.04942316,-0.00020580426,0.01682491,-0.041989625,0.04216497,-0.004168602,0.029689414,-0.026947387,-0.005390057,-0.0054861144,0.0036387746,0.027833607,-0.014999259,-0.038715575,-0.039793532,-0.0088577205,0.0029689625,-0.018084196,0.007096499,-0.004329446,-0.024228249,0.021995308,-0.004761987,0.030724954,0.024754869,-0.016295282
30,punct,-0.0012957983,0.002037225,0.008793081,0.012534952,0.011634586,0.0045098704,0.006826616,-0.013990181,0.004676641,-0.015273929,0.014313823,-0.0027207627,0.023962568,-0.016014714,-0.007934866,-0.011570483,-0.012044694,0.025138984,-0.0021015485,-0.0027146223,0.00013905602,0.018417085,0.0038210007,0.019192176,-0.002533621,-0.0021559088,0.032662842,-0.030726688,0.031564564,-0.004272794,0.00051283435,-0.0066978047,0.0094404025,-0.03926844,0.011211182,-0.015192441,-0.013683605,-0.015704932,0.0028540017,-0.028569644,-0.017347712,-0.018661387,-0.00050264806,-0.014212958,0.004921142,-0.011442034,0.06781051,-0.0015772664,-0.007241364,-0.0031459772,-0.021362402
31,punct,0.0020193043,-0.061170295,0.029611025,0.018621394,-0.011338142,0.0057071843,-0.011372745,0.010896367,0.017578125,-0.0240492,0.003591578,-0.019833056,0.014428787,-0.007151981,-0.017137796,-0.014100268,-0.026031233,0.017342936,0.006005941,0.010541261,0.01742855,-0.017660016,-0.0018426139,-0.00024335452,0.0125707425,-0.029262766,-0.017793825,0.045500048,0.014168014,0.010964255,-0.0058414964,-0.011786916,-0.03523427,-0.042547386,0.00433822,0.0018663084,-0.006903234,0.0046141567,-0.01620972,0.014355989,0.014410155,-0.010843647,0.01355706,0.0056987815,0.026265766,0.02119388,-0.0015530923,-0.031860575,0.005522403,-0.020108745,0.026904391
32,letter,-0.035295337,-0.011033132,0.009296612,-0.0054100743,0.009528452,-0.01200776,0.004678348,0.028065402,0.028378215,0.01482998,-0.014417838,0.036678605,0.043445863,-0.02289969,0.0064294194,-0.0055441237,-0.0019802898,-0.043024395,-0.0067892885,0.040455293,0.01221252,-0.008134922,-0.002484642,0.025668396,0.014596838,0.013711482,-1.907046e-05,0.005906152,0.025464324,-0.012846495,-0.0064261924,-0.009375071,-0.017496474,-0.014367659,-0.013292755,0.020966634,-0.016173992,0.029814031,0.007720658,0.021857822,0.03067216,-0.01642709,0.014883775,-0.031576496,0.019506339,-0.01063364,0.04235319,0.038958114,-0.00858775,-0.021386122,0.04835368
33,letter,0.009963672,-0.00038005458,0.025645759,-0.016443891,-0.007374441,-0.005400552,0.0032926514,-0.026305567,0.020902548,0.0028985296,-0.020743715,-0.019013828,-0.025970504,-0.0073834066,0.015010016,-0.0019970774,0.01814237,-0.0034247907,0.006479571,-0.025958523,0.013197078,-0.0063097477,-0.0023193068,0.016992265,-0.0047414736,-0.041939225,-0.0029900086,0.0033736387,0.017056381,-0.0064927805,-0.015878787,-0.0012532898,0.018927518,-0.02400477,-0.023926893,-0.0035731657,0.0030750239,0.007555848,0.016446203,-0.022401605,-0.05347649,0.058846276,-0.010023198,-0.010353565,-0.0054189293,-0.034063634,-0.009771521,0.019716403,-0.0062560644,-0.015501287,0.015364546
34,letter,-0.032016132,0.018789334,0.03300169,-0.0039690756,0.009232474,0.0069392673,-0.008533816,0.029337926,-0.0097849695,-0.009498695,-0.009446859,-0.039713115,0.021471793,-0.02345555,-0.019750543,-0.01576579,0.050423626,-0.004120422,0.0052945036,-0.015295471,-0.0029072776,0.027611455,0.02437814,0.029760962,0.033130717,0.008174478,-0.027547387,-0.03435672,0.0033293008,0.010725526,-0.012569028,0.016097493,-0.02133897,-0.0013765316,0.0015070044,0.008541055,-0.041370712,-0.015646975,0.029678969,0.008479859,-0.008953,-0.03154244,0.019632254,-3.2871692e-05,0.030218845,0.03266318,-0.020662418,0.004632077,-0.04950967,-0.0289212,-0.011151352
35,letter,0.0069323992,-0.049556263,-0.042381596,-0.02156467,0.023258979,-0.01819408,0.010031573,0.025023863,-0.020849815,0.00074576,0.0011204659,-0.012080167,0.010165973,-0.027896719,0.03174462,0.0056646466,0.035432573,-0.0032008535,-0.029824158,0.008773508,0.0029896405,-0.008924436,-0.0036878597,-0.007668694,0.019856941,0.03332419,-0.020889046,-0.02553307,0.006426936,0.03426693,-0.018176328,-0.02868731,-0.028401354,0.014849103,0.027395729,0.015069276,0.0058914623,0.008630719,-0.005242381,-0.0036460387,0.021474939,-0.0033566107,0.013779683,-0.0065379357,0.01910323,0.01371089,0.0070483587,-0.034976617,-0.0011180096,-0.033555172,0.029883837
36,letter,0.008295875,0.013161413,0.007894343,0.0067634224,-0.040486224,-0.0051096557,-0.014883753,0.012691367,-0.015681814,0.009875046,0.038583476,-0.0086424565,-0.007911133,0.04127884,0.02786319,0.029798526,-0.02173007,-0.012532869,-0.018629963,-0.023049146,-0.016119538,0.005196324,0.013867628,-0.0079160705,0.009288957,0.027282069,-0.0010869718,-0.01596102,0.0015800531,-0.029903298,0.03477775,0.03150728,-0.019301655,0.00023025289,0.015180835,-0.031095108,-0.00011114868,0.023649868,-0.018992782,0.0218078,-0.04976232,0.02422917,0.024835283,0.022513418,-0.014567311,-0.017462628,-0.01846458,0.012759589,-0.01861075,-0.019030122,0.017748736
37,letter,-0.010936684,0.035064626,0.0065949284,-0.012618644,-0.012486919,-0.010581183,0.0075115245,-0.016406922,0.005426161,-0.0043003066,0.03654262,-0.021442901,-0.022932675,7.709065e-05,-0.020516396,0.010978484,-0.031669546,-0.0008130031,-0.013263782,0.006556044,0.012414149,-0.006978545,0.0011305691,0.028937342,-0.01941426,0.006278328,-0.0074478285,-0.009897307,-0.030639896,0.016808799,0.0055114888,-0.0023743075,-0.03536842,-0.03404073,-0.011049643,0.0066389553,0.0027830559,-0.015713586,0.006486919,-0.024311764,0.025161872,-0.027553456,-0.0009503346,-0.0033598917,-0.0016669575,0.0027573132,0.040025156,0.010202984,0.03284784,-0.019220423,0.029982755
