token_id,category,phi_0,phi_1,phi_2
298,content,0.0019102863,0.005508577,0.0008908392
299,content,0.019943709,-0.0089066345,0.010564355
300,content,-0.0034278813,0.016803086,0.0017068787
301,content,-0.039027803,0.016713213,-0.03251908
302,content,0.023936395,0.015033075,0.014919061
303,content,0.010290803,-0.0020460272,-0.024639776
304,content,0.0023941982,0.030082807,0.0060561965
305,content,-0.02867999,0.007958833,-0.02128219
306,content,-0.00502557,-0.008142375,-0.047938198
307,content,0.042620316,-0.0106880795,-0.011531647
308,content,-0.03486347,0.0115283895,0.045680407
309,content,-0.021688387,0.011665243,0.016488394
310,content,-0.00028517816,0.024895187,-0.02512434
311,content,-0.007985646,-0.00026776397,0.01310337
312,content,-0.020013131,0.041124992,-0.024960835
313,content,0.01563022,-0.018907126,-0.038207393
314,content,0.004294663,0.029144024,0.0019881702
315,content,-0.0067781988,0.0023137883,0.002794163
316,content,0.010063907,-0.01668652,-0.028993461
317,content,0.014938922,-0.003121389,0.010370104
318,function,0.049952786,0.016526053,0.0025941888
319,content,0.018988365,-0.02708601,-0.011375606
320,content,0.009813641,0.04405603,-0.0031126428
321,content,0.02548154,0.015707271,-0.042267904
322,content,0.034245547,0.025194295,0.027856242
323,content,-0.003970954,-0.031690788,0.0036989069
324,content,-0.006487622,-0.02287354,0.0063766846
325,content,-0.010756668,0.014308593,-0.047210272
326,content,-0.0032890423,0.017891554,0.03729587
327,content,0.02612673,0.02766786,0.012484611
328,content,0.026396004,0.017141264,0.0137507105
329,function,0.020071048,-0.007083291,0.00042367313
330,content,-0.028045569,-0.0033646494,0.0038383533
331,content,0.010624554,-0.017520465,-0.004387062
332,content,0.0044705495,0.018754145,-0.017978841
333,content,-0.008028127,-0.0033902149,-0.0068085752
334,content,0.0015366705,0.031175908,-0.0336939
335,content,-0.004450266,0.006026114,-0.013570281
336,content,-0.011858851,0.00699398,-0.028068315
337,content,-0.0032831703,-0.0033825843,-0.037714183
338,content,0.039118946,0.020799793,0.028416894
339,content,0.011408769,0.009715347,-0.028744405
340,content,0.0038646313,-0.034205772,-0.03605827
341,content,0.028217094,-0.02201055,0.008327342
342,content,0.025723822,-0.0018200235,0.013972934
343,content,-0.0014196273,0.0025398755,0.025289645
344,content,-0.015794642,0.0019921027,-0.045269012
345,content,0.013436088,0.00014164021,-0.0069323913
346,content,0.0018851691,-0.001799774,-0.02128286
347,content,-0.0047825784,0.04113766,-0.0087894285
348,content,0.01446638,-0.016871061,-0.010879198
349,content,-0.0013440517,0.0101665305,0.024168978
350,content,-0.006773458,-0.008650621,-0.0044020447
351,content,0.04223132,-0.013490277,-0.008310335
352,content,-0.010639641,0.022080952,-0.021228451
353,content,-0.013201805,0.02648259,-0.0124557195
354,content,-0.003236989,0.007476295,0.0030515653
355,content,0.025404412,-0.0070850975,0.0020680353
356,content,0.026364274,-0.030831972,-0.010970628
357,content,-0.020453515,0.024445083,0.01171597
358,content,-0.043837316,0.02489385,0.055300705
359,content,-0.02092606,-0.010287657,0.022509268
360,content,-0.015258731,0.00030278013,0.006161629
361,content,-0.0031778829,-0.004085272,0.01573935
362,content,-0.027651016,0.006270729,-0.015323632
363,content,0.023907641,0.020807978,0.0046325293
364,content,0.028121099,0.0031393075,-0.023338076
365,content,0.0031669643,0.008560881,0.024069482
366,content,-0.023354024,-0.0014681922,0.037535544
367,content,0.005546607,0.0061443173,0.0061102905
368,content,0.013201208,-0.004930892,-0.010711661
369,content,-0.00784361,0.016466344,-0.011389847
370,content,-0.00010205923,-0.0053689945,-0.039138485
371,content,-0.015285286,-0.005407102,0.040197067
372,content,-0.0012898676,-0.004900841,-0.0067043845
373,function,-0.008898169,0.03084582,-0.0065528536
374,content,-0.027206186,0.011632576,-0.0012133104
375,content,-0.012968882,0.0042222845,0.015282962
376,content,-0.006877483,-0.021191811,0.068682365
377,content,0.03441268,0.004668177,0.031496454
378,content,0.032283254,0.012747939,-0.006717171
379,content,0.03102118,0.013744543,0.011382212
380,content,-0.016134666,-0.039390765,0.00041436328
381,content,-0.011250866,0.0017275804,-0.0037073728
382,content,-0.0031907305,0.0072230464,-0.0012557938
383,content,0.005152165,0.0033992787,0.042064756
384,content,-0.045348614,-0.043527946,0.0054432442
385,content,-0.0062065176,0.018048057,0.05015169
386,content,-0.013329389,-0.033148337,-0.022110593
387,content,0.0053624026,-0.027172524,0.021979207
388,content,-0.04368427,0.030947074,-0.03465095
389,function,0.042943206,0.023709629,0.032756913
390,content,-0.007824485,0.021403393,0.02719862
391,content,-0.017921,-0.043131854,-0.04353526
392,function,-0.0122474525,0.015533553,0.02040474
393,function,-0.025426365,-0.008866453,0.045194175
394,content,0.014120873,0.0006984278,0.004075629
395,content,0.020844089,0.004357098,-0.0115029
396,content,0.022585133,0.011354978,0.0024747134
397,content,0.011184777,-0.008091583,0.006044429
398,content,-0.0046600555,0.018760024,0.0033264803
399,content,-0.0074275383,0.0053100013,-0.008047181
400,content,-0.010722346,0.0068294425,-0.007820168
401,content,-0.017818812,-0.004144574,0.040886167
402,content,-0.0024655422,0.052008245,-0.015943749
403,content,-0.0144834025,0.046491537,-0.01227379
404,content,-0.02309273,0.005970057,-0.011919444
405,content,-0.034036938,-0.027275346,-0.00075205317
406,content,-0.021314807,0.010198889,0.009126647
407,content,0.008135321,0.019268299,0.017833402
408,content,-0.029297408,0.024581691,-0.001540345
409,content,0.018619893,0.025014974,-0.020711554
410,content,-0.00802164,-0.010609768,-0.01515884
411,content,-0.002271541,-0.036863394,0.017646482
412,content,0.007825796,0.027426466,0.008652945
413,content,0.0090315845,0.018154826,0.004987454
414,content,-0.0028893226,-0.032978307,-5.2831852e-05
415,content,-0.040749453,0.035782114,-0.013492022
416,content,-0.00022394647,-0.020074613,0.0047507714
417,content,-0.017142054,0.010357341,0.002321726
418,content,0.0020141525,0.014360449,0.021079974
419,content,0.007497807,0.010425432,-0.028134704
420,content,-0.011120031,-0.0043008993,-0.022773454
421,content,0.017112168,-0.008445457,0.0067669293
422,content,0.017589286,-0.008073262,-0.0066601024
423,content,0.016100965,0.051832564,0.026914665
424,content,-0.022048712,0.042157743,-0.019016178
425,content,0.037688073,0.045279063,0.014270804
426,content,-0.00019524583,0.009278918,0.016970985
427,content,-0.01891319,-0.023826618,-0.00064394064
428,content,0.031351574,-0.0018927889,-0.0054306835
429,content,-0.040685065,-0.029736154,-0.021357246
430,content,-0.0020147604,-0.06586032,0.03797621
431,content,-0.03540005,-0.030045135,0.013231899
432,content,-0.021056311,0.0006793027,0.002400168
433,content,-0.0034829548,0.0352908,-0.007916401
434,content,-0.017475668,0.021155195,0.0031388812
435,content,-0.01913519,0.01262985,0.0043206704
436,content,0.019476196,-0.026936803,0.01275225
437,content,-0.0031330925,-0.0069903326,-0.027434107
438,content,-0.007406853,-0.009874258,0.0045327167
439,content,0.0022093682,0.001781842,-0.00010788636
440,content,0.010731773,-0.011466539,-0.030342018
441,content,-0.041498233,0.00906043,0.023406655
442,content,-0.01831654,0.016567158,-0.0022893497
443,content,-0.01710293,-0.010284574,-0.0012819809
444,content,0.02099975,8.865301e-05,0.008196524
445,content,0.0039664665,0.0068542156,0.009480281
446,content,-0.014698338,-0.011503643,-0.026557464
447,punct,0.020248258,0.018200524,0.018354924
448,content,0.025453946,-0.04897713,-0.018926091
449,content,0.053167813,0.042166114,-0.008288392
450,content,-0.0051958403,0.0052636145,0.013207531
451,content,0.013505446,0.021747807,0.00096911116
452,content,-0.029532654,0.0022364687,-0.011578504
453,content,0.040508714,-0.017022729,-0.024530184
454,content,-0.014701248,-0.009219436,-0.024862904
455,content,-0.0008696568,0.02099771,0.0005610683
456,content,-0.0029218863,0.032328997,-0.0055249976
457,content,-0.004941454,-0.0076666367,0.00755568
458,content,0.020926928,-0.009574834,0.0050669713
459,content,-0.0052894927,0.007927292,0.008116999
460,content,0.0041415165,0.011422781,0.055799894
461,content,0.017772617,-0.0006141795,-0.011274057
462,content,0.030864,-0.0121409595,0.041698284
463,content,0.0076937345,-0.00310418,0.03971385
464,content,-0.029269295,0.036440857,-0.021097165
465,content,-0.015598976,0.020261278,-0.03327155
466,content,0.0031296415,-0.027088735,-0.019054808
467,content,0.008353848,0.0022536376,0.0024248231
468,content,0.01593705,0.01997617,-0.011941812
469,content,0.005597462,0.009163214,-0.0012613552
470,content,0.011954059,0.054594934,0.0070365313
471,content,0.023448717,0.035453584,-0.01770237
472,content,-0.029412491,0.028940348,-0.017274175
473,content,0.016208956,0.0305088,0.0054124636
474,content,0.0028334113,0.0032591056,0.03618299
475,content,-0.01248393,0.0062450515,-0.03992038
476,content,-0.050074596,-0.010713535,0.04458426
477,content,-0.0082444465,-0.025716858,0.014724903
478,content,-0.002632716,-0.011106033,-0.014716495
479,content,-0.020263186,0.005696583,0.0026522612
480,content,-0.041159227,0.029143268,-0.0036371392
481,content,0.026600799,0.0016326192,0.018160297
482,content,0.023772495,0.005091782,-0.0086921295
483,content,0.010343629,0.0046867267,-0.0143531775
484,content,-0.000861329,-0.00085215375,-0.010643181
485,content,0.012691221,0.0065644216,0.0058236206
486,content,-0.030749287,0.015050209,-0.0069758003
487,content,-0.036876705,-0.0048381323,-0.014613672
488,content,-0.0055337083,-0.00374844,-0.010182357
489,content,-0.02625356,-0.013284774,-0.0033052925
490,content,-0.012169191,0.027142014,0.0135797225
491,content,-0.020371359,0.008757148,0.0031351896
492,content,0.0085860165,-0.014720872,-0.010235094
493,content,0.028115988,0.019868186,-0.0021872611
494,content,-0.018254016,0.030994968,0.0019177755
495,content,0.00972514,-0.010755477,0.012080486
496,content,-0.05158455,-0.00647031,0.013062528
497,content,0.011257032,0.02456757,-0.0019296915
498,content,-0.036282238,-0.007248762,0.0073959064
499,content,7.706422e-05,-0.040204786,-0.009232073
